ID,Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
1000,0.168,-0.184,-0.061,0.075,0.181,0.032,-0.114,0.210,0.306
1001,0.057,0.002,-0.020,0.075,0.181,0.032,-0.114,0.210,0.423
1002,0.057,-0.009,-0.020,0.075,0.181,0.032,-0.114,0.210,0.412
1003,0.057,0.046,-0.020,0.075,0.181,-0.003,-0.114,0.210,0.433
1004,0.057,0.047,-0.020,0.095,0.181,0.032,-0.023,0.210,0.579
1005,0.057,0.046,-0.021,0.095,0.181,0.023,-0.023,0.210,0.568
1006,0.057,0.002,-0.021,0.075,0.106,0.032,0.027,0.210,0.488
1007,0.136,0.046,-0.021,0.069,0.106,-0.033,0.027,0.210,0.540
1008,0.136,0.047,-0.061,0.075,0.093,0.030,0.022,0.210,0.553
1009,0.136,0.074,-0.061,-0.010,0.009,0.095,0.024,0.210,0.478
1010,0.136,0.047,-0.002,-0.199,-0.140,-0.033,0.024,0.210,0.044
1011,0.136,0.046,-0.002,0.075,0.106,0.023,0.025,0.210,0.620
1012,0.136,0.002,-0.020,0.095,0.106,0.095,0.025,0.210,0.649
1013,0.136,0.002,-0.061,0.069,0.106,0.032,0.040,0.210,0.534
1014,0.085,0.002,-0.021,0.069,0.106,0.095,0.040,0.210,0.586
1015,0.085,-0.009,-0.021,0.069,0.106,-0.003,-0.016,0.210,0.421
1016,0.085,0.074,-0.021,0.069,0.181,-0.003,-0.016,0.210,0.580
1017,0.085,0.047,-0.021,0.075,0.181,0.032,-0.016,0.210,0.593
1018,0.064,0.047,0.077,0.069,0.181,0.095,-0.016,0.210,0.728
1019,0.064,0.033,-0.021,0.075,0.181,0.030,-0.016,0.210,0.556
1020,0.064,0.033,-0.021,0.095,0.181,0.030,0.040,0.210,0.632
1021,0.064,0.033,-0.021,0.075,0.181,0.032,0.040,0.210,0.614
1022,0.064,0.047,-0.021,0.069,0.106,0.030,0.040,0.210,0.546
1023,0.023,0.074,0.077,0.000,0.093,0.095,0.024,0.161,0.548
1024,0.023,0.046,0.077,0.000,0.009,0.095,0.022,0.161,0.434
1025,-0.671,0.046,-0.021,0.069,0.093,-0.003,0.027,0.161,-0.298
1026,0.168,-0.009,0.068,-0.032,0.181,0.095,0.027,0.210,0.708
1027,0.168,-0.009,0.068,0.000,0.181,-0.003,0.027,0.210,0.642
1028,0.168,0.046,0.068,0.095,0.181,0.023,-0.023,0.210,0.768
1029,0.168,-0.009,0.077,0.095,0.181,0.030,-0.023,0.210,0.729
1030,0.168,-0.009,-0.021,0.075,0.181,0.032,-0.114,0.210,0.522
1031,0.057,0.046,-0.061,0.000,0.181,-0.031,-0.114,0.210,0.289
1032,0.057,0.074,-0.061,0.069,0.181,0.032,-0.114,0.210,0.449
1033,0.057,0.046,-0.021,0.069,0.181,0.095,-0.023,0.210,0.614
1034,0.057,0.046,-0.021,-0.010,0.093,-0.003,-0.023,0.210,0.349
1035,0.057,-0.009,-0.021,-0.069,0.093,-0.031,0.027,0.210,0.258
1036,0.136,0.046,-0.021,-0.069,0.093,-0.033,0.027,0.210,0.390
1037,0.136,0.047,-0.061,-0.199,-0.039,-0.033,0.022,0.210,0.084
1038,0.136,0.033,-0.020,-0.199,0.009,-0.033,0.024,0.210,0.161
1039,0.136,-0.060,-0.002,-0.010,0.106,0.095,0.024,0.210,0.500
1040,0.136,0.033,-0.016,0.095,0.181,0.023,0.025,0.210,0.687
1041,0.136,-0.009,-0.020,0.069,0.181,0.023,0.025,0.210,0.616
1042,0.136,-0.184,-0.061,-0.032,0.106,-0.033,0.040,0.210,0.182
1043,0.085,-0.184,-0.061,-0.069,0.106,-0.151,0.040,0.210,-0.024
1044,0.085,-0.009,-0.061,-0.069,0.181,-0.033,-0.016,0.210,0.288
1045,0.085,0.046,-0.021,-0.010,0.181,-0.033,-0.016,0.210,0.443
1046,0.085,0.046,0.077,-0.032,0.181,0.095,-0.016,0.210,0.647
1047,0.064,0.074,0.077,0.000,0.181,-0.003,-0.016,0.210,0.589
1048,0.064,0.033,0.068,0.075,0.181,0.095,-0.016,0.210,0.710
1049,0.064,-0.060,0.077,0.075,0.181,0.030,-0.016,0.210,0.562
1050,0.064,-0.060,0.077,0.000,0.106,0.095,0.040,0.210,0.533
1051,0.064,0.047,0.077,-0.032,0.106,0.095,0.040,0.210,0.608
1052,0.064,0.074,-0.021,-0.010,0.093,0.095,0.040,0.210,0.546
1053,0.023,0.046,-0.021,-0.069,0.093,-0.031,0.025,0.210,0.277
1054,0.023,0.074,0.077,-0.069,0.009,-0.151,0.025,0.210,0.199
1055,0.023,0.047,0.077,-0.199,0.009,-0.031,0.024,0.210,0.161
1056,0.023,0.074,0.077,-0.010,0.009,-0.003,0.024,0.210,0.405
1057,0.023,0.046,0.077,-0.032,0.009,0.030,0.022,0.210,0.386
1058,-0.671,0.046,0.077,0.000,0.009,-0.003,0.027,0.210,-0.303
1059,0.168,-0.009,0.068,-0.010,0.181,-0.003,0.027,0.210,0.632
1060,0.168,0.046,0.068,-0.069,0.181,-0.151,0.027,0.210,0.481
1061,0.168,0.074,0.068,-0.010,0.181,-0.031,-0.023,0.210,0.638
1062,0.168,0.047,0.068,0.075,0.181,0.030,-0.023,0.210,0.756
1063,0.168,0.074,0.068,0.095,0.181,0.023,-0.114,0.210,0.705
